"SEX","n","island","ID","tripID","n_locs","departure","return","duration","total_dist","max_dist","direction","Mean_Depth","Median_Depth","SD_Depth","Max_Depth","Min_Depth","Source","Island"
"M","20","MS","SL13","SL13_04","617","2022-09-25 13:42:11","2022-09-25 15:29:21","1.78611111111111","61.9758070083005","15.2796740331338","274.310458585327",1.71043253725553,1.68467801628423,0.434665629629445,10.0113496175672,1.47150259067358,"SP","SP"
"M","20","MS","SL13","SL13_04","617","2022-09-25 13:42:11","2022-09-25 15:29:21","1.78611111111111","61.9758070083005","15.2796740331338","274.310458585327",2.23691836808959,2.16136195410808,1.07261603885729,15.8973599802615,1.14285714285714,"MS","MS"
"M","21","MS","SL13","SL13_05","1765","2022-09-25 15:48:29","2022-09-25 20:55:29","5.11666666666667","75.2602107216365","23.90351979368","70.5458921660435",1.69968747429887,1.69306686405133,0.21295935051016,6.19096965210955,1.306686405132,"SP","SP"
"M","21","MS","SL13","SL13_05","1765","2022-09-25 15:48:29","2022-09-25 20:55:29","5.11666666666667","75.2602107216365","23.90351979368","70.5458921660435",1.79334302083792,1.78238341968911,0.098535294395734,2.11695040710585,1.56328645447816,"MS","MS"
"M","22","MS","SL16","SL16_01","693","2022-09-23 17:31:50","2022-09-23 19:31:59","2.0025","58.2754883218967","24.0363576305648","216.826414662423",1.44080807838648,1.48235874660745,0.156954562831736,3.09104367135455,0.994818652849745,"SP","SP"
"M","22","MS","SL16","SL16_01","693","2022-09-23 17:31:50","2022-09-23 19:31:59","2.0025","58.2754883218967","24.0363576305648","216.826414662423",1.9928278665886,1.99555884529978,0.0910150465732725,2.67850974586727,1.48729336294102,"MS","MS"
"M","23","MS","SL16","SL16_02","519","2022-09-24 15:33:10","2022-09-24 16:59:30","1.43888888888889","62.835771943423","31.2241553589571","212.317167744989",1.80393990156739,1.80409573155687,0.0802463627721846,2.51961509992598,1.52479644707624,"SP","SP"
"M","23","MS","SL16","SL16_02","519","2022-09-24 15:33:10","2022-09-24 16:59:30","1.43888888888889","62.835771943423","31.2241553589571","212.317167744989",2.68231340148439,2.68541820873427,0.0597263673476138,2.80483592400692,2.49395509499136,"MS","MS"
"M","24","MS","SL16","SL16_03","835","2022-09-25 10:56:50","2022-09-25 13:32:50","2.6","103.603099566658","40.4729997818895","210.330576609215",1.7833197733339,1.78633111275597,0.0651078815779116,2.06365655070319,1.56920799407847,"SP","SP"
"M","24","MS","SL16","SL16_03","835","2022-09-25 10:56:50","2022-09-25 13:32:50","2.6","103.603099566658","40.4729997818895","210.330576609215",2.70346202293298,2.70318282753517,0.0614762508886958,2.88773747841105,2.48013816925735,"MS","MS"
"F","25","MS","SL17","SL17_01","827","2022-09-22 18:47:30","2022-09-22 21:07:12","2.32833333333333","97.9233815105067","32.1806984901129","177.683619191341",0.555409248509876,0.518134715025907,0.186230084812642,1.20503330866026,0.270416975080188,"SP","SP"
"F","25","MS","SL17","SL17_01","827","2022-09-22 18:47:30","2022-09-22 21:07:12","2.32833333333333","97.9233815105067","32.1806984901129","177.683619191341",1.22368102687755,1.26918332099678,0.198397628707019,1.58006415001234,0.173698494942017,"MS","MS"
"F","26","MS","SL17","SL17_02","2152","2022-09-23 09:33:59","2022-09-23 16:58:13","7.40388888888889","171.461811224742","57.4018765716715","202.028910264686",1.83554249802452,1.880088823094,0.26779205983189,2.27880582284727,1.32741179373304,"SP","SP"
"F","26","MS","SL17","SL17_02","2152","2022-09-23 09:33:59","2022-09-23 16:58:13","7.40388888888889","171.461811224742","57.4018765716715","202.028910264686",1.91217105065203,2.04687885516901,0.56862296566001,7.84505304712559,0.763878608438195,"MS","MS"
"F","27","MS","SL17","SL17_03","2007","2022-09-24 08:55:41","2022-09-24 15:18:29","6.38","221.183173187082","82.3328836737586","199.957274747199",1.87319089677432,2.04885270170244,0.53690698703198,6.27683197631383,0.934616333580067,"SP","SP"
"F","27","MS","SL17","SL17_03","2007","2022-09-24 08:55:41","2022-09-24 15:18:29","6.38","221.183173187082","82.3328836737586","199.957274747199",2.88799212658858,2.7673328398717,1.64640708718838,27.2065136935603,2.2008388847767,"MS","MS"
"F","28","MS","SL17","SL17_04","380","2022-09-24 17:23:00","2022-09-24 18:30:21","1.1225","45.2655795948934","21.142819794621","158.879735431728",2.1446462512414,2.14310387367382,0.251620225700658,6.49790278805822,1.81692573402419,"SP","SP"
"F","28","MS","SL17","SL17_04","380","2022-09-24 17:23:00","2022-09-24 18:30:21","1.1225","45.2655795948934","21.142819794621","158.879735431728",2.64465290961703,2.65778435726623,0.100439243454616,2.81569207994078,2.126819639773,"MS","MS"
"F","29","MS","SL17","SL17_05","567","2022-09-25 12:56:20","2022-09-25 14:30:41","1.5725","57.7284921794977","26.3986330674284","127.678076701058",2.32404363118907,2.32420429311621,0.119754763690831,2.60054280779668,2.07549962990377,"SP","SP"
"F","29","MS","SL17","SL17_05","567","2022-09-25 12:56:20","2022-09-25 14:30:41","1.5725","57.7284921794977","26.3986330674284","127.678076701058",2.89055863467591,2.8778682457439,0.129221252979309,5.1408832963237,2.74463360473723,"MS","MS"
"F","30","MS","SL17","SL17_06","495","2022-09-25 18:37:42","2022-09-25 20:12:17","1.57638888888889","51.6499339885655","19.7651279770585","86.1245627123217",2.17561928108477,2.17567234147545,0.0735287089001963,2.3547989143844,1.97582037996546,"SP","SP"
"F","30","MS","SL17","SL17_06","495","2022-09-25 18:37:42","2022-09-25 20:12:17","1.57638888888889","51.6499339885655","19.7651279770585","86.1245627123217",2.47298532539095,2.44362200838885,0.379326567366319,9.56920799407846,2.27288428324697,"MS","MS"
"F","31","MS","SL17","SL17_07","460","2022-09-26 09:02:01","2022-09-26 10:24:33","1.37555555555556","56.444659911228","23.9599384604121","66.058195701799",2.25852305437798,2.24031581544535,0.0965476444739267,2.48605970885764,1.98667653589934,"SP","SP"
"F","31","MS","SL17","SL17_07","460","2022-09-26 09:02:01","2022-09-26 10:24:33","1.37555555555556","56.444659911228","23.9599384604121","66.058195701799",2.28173226488162,2.27189735998026,0.0617877608382219,2.4830989390575,2.13471502590675,"MS","MS"
"F","32","MS","SL17","SL17_08","434","2022-09-26 11:20:50","2022-09-26 12:33:00","1.20277777777778","39.2776869198656","14.6166820114021","349.928333719475",1.84376799078872,1.98272884283246,0.320614946699368,2.7920059215396,1.15173945225759,"SP","SP"
"F","32","MS","SL17","SL17_08","434","2022-09-26 11:20:50","2022-09-26 12:33:00","1.20277777777778","39.2776869198656","14.6166820114021","349.928333719475",2.35783245272035,2.35677276091785,0.102127082162281,2.90846286701209,2.03207500616826,"MS","MS"
"F","33","MS","SL18","SL18_01","484","2022-09-22 14:30:00","2022-09-22 15:53:52","1.39777777777778","47.0158595931188","19.7791580481987","161.224876260911",1.5277003664578,1.52479644707624,0.162199688619154,1.8919319022946,1.20898100172712,"SP","SP"
"F","33","MS","SL18","SL18_01","484","2022-09-22 14:30:00","2022-09-22 15:53:52","1.39777777777778","47.0158595931188","19.7791580481987","161.224876260911",1.20285029331507,1.21885023439427,0.154816187033921,2.56797433999506,0.681963977300762,"MS","MS"
"F","34","MS","SL18","SL18_02","533","2022-09-22 17:49:40","2022-09-22 19:18:21","1.47805555555556","45.5511752139266","19.121601237228","164.05533080295",2.11149736804462,2.03898346903529,0.65438588701004,9.62250185048113,1.79521342215643,"SP","SP"
"F","34","MS","SL18","SL18_02","533","2022-09-22 17:49:40","2022-09-22 19:18:21","1.47805555555556","45.5511752139266","19.121601237228","164.05533080295",0.957966040867595,0.978040957315566,0.115121005912019,1.22871946706144,0.567480878361707,"MS","MS"
"F","35","MS","SL18","SL18_03","881","2022-09-23 09:45:19","2022-09-23 12:18:40","2.55583333333333","95.893739587126","35.6171045966699","209.407860205157",1.99884195697333,1.98470268936589,0.243127467247699,5.59684184554651,1.74488033555392,"SP","SP"
"F","35","MS","SL18","SL18_03","881","2022-09-23 09:45:19","2022-09-23 12:18:40","2.55583333333333","95.893739587126","35.6171045966699","209.407860205157",1.63209915179689,1.61756723414755,0.712330890336407,15.7355045645201,0.472736244756967,"MS","MS"
"F","36","MS","SL18","SL18_04","2387","2022-09-24 09:15:10","2022-09-24 16:22:31","7.1225","232.292615092422","82.8222628645412","200.092279088335",1.91903955634526,1.92844806316309,0.101237484455383,2.206760424377,1.66395262768319,"SP","SP"
"F","36","MS","SL18","SL18_04","2387","2022-09-24 09:15:10","2022-09-24 16:22:31","7.1225","232.292615092422","82.8222628645412","200.092279088335",2.35969737686488,2.35874660745128,0.607361637704944,12.9454724895139,1.38465334320256,"MS","MS"
"F","37","MS","SL18","SL18_05","370","2022-09-24 19:04:19","2022-09-24 20:05:50","1.02527777777778","42.4331543976948","19.6739839893313","168.673739121034",1.98807412522334,1.98618307426598,0.173756232445661,4.98889711324944,1.56427337774487,"SP","SP"
"F","37","MS","SL18","SL18_05","370","2022-09-24 19:04:19","2022-09-24 20:05:50","1.02527777777778","42.4331543976948","19.6739839893313","168.673739121034",2.54500262099571,2.54231433506045,0.0972305803687765,3.34961756723415,2.32617813964964,"MS","MS"
"M","38","MS","SL19","SL19_01","457","2022-09-22 12:42:39","2022-09-22 14:09:19","1.44444444444444","27.0686252019443","7.42267459053396","162.502848393231",1.63068320024691,1.66197878114976,0.134351020600327,2.61633358006415,1.31556871453244,"SP","SP"
"M","38","MS","SL19","SL19_01","457","2022-09-22 12:42:39","2022-09-22 14:09:19","1.44444444444444","27.0686252019443","7.42267459053396","162.502848393231",1.51697370250275,1.32050333086604,1.16900316003227,12.4628670120898,1.00863557858377,"MS","MS"
"M","39","MS","SL19","SL19_02","499","2022-09-24 16:44:12","2022-09-24 18:08:31","1.40527777777778","47.5573807399102","19.7514480610064","173.292285041425",2.08369984267088,2.07549962990377,0.203062474758275,6.53441894892672,1.78337034295583,"SP","SP"
"M","39","MS","SL19","SL19_02","499","2022-09-24 16:44:12","2022-09-24 18:08:31","1.40527777777778","47.5573807399102","19.7514480610064","173.292285041425",2.74360536840354,2.74364668147051,0.0836292913228887,2.93313594867999,2.51369356032569,"MS","MS"
"M","40","MS","SL19","SL19_03","569","2022-09-25 09:33:30","2022-09-25 11:10:41","1.61972222222222","57.1569656483081","12.3052475797528","226.047335567975",2.14041802625399,2.12583271650629,0.43038216505213,13.8692326671601,1.86035035775968,"SP","SP"
"M","40","MS","SL19","SL19_03","569","2022-09-25 09:33:30","2022-09-25 11:10:41","1.61972222222222","57.1569656483081","12.3052475797528","226.047335567975",2.83197885745827,2.82309400444115,0.162012510451131,5.61263261781395,2.61633358006415,"MS","MS"
"M","41","MS","SL19","SL19_04","734","2022-09-25 15:32:50","2022-09-25 17:36:39","2.06361111111111","55.7460020416716","21.6461706737548","81.0140827982365",2.20046303576063,2.19442388354306,0.142933595665196,4.54675548976067,1.92844806316309,"SP","SP"
"M","41","MS","SL19","SL19_04","734","2022-09-25 15:32:50","2022-09-25 17:36:39","2.06361111111111","55.7460020416716","21.6461706737548","81.0140827982365",2.5412410560079,2.5393535652603,0.0865623170502866,2.79496669133974,2.28571428571429,"MS","MS"
"M","42","MS","SL2","SL2_01","1311","2022-09-22 12:29:10","2022-09-22 16:20:09","3.84972222222222","135.850836852219","27.5189588511109","317.999120867012",1.91354148608998,1.90969652109548,0.361332748892188,8.6099185788305,1.54946952874414,"SP","SP"
"M","42","MS","SL2","SL2_01","1311","2022-09-22 12:29:10","2022-09-22 16:20:09","3.84972222222222","135.850836852219","27.5189588511109","317.999120867012",1.36591663194908,1.37330372563534,0.130475937185604,1.6452010856156,0.484579323957559,"MS","MS"
"M","43","MS","SL2","SL2_02","604","2022-09-23 19:31:03","2022-09-23 21:23:32","1.87472222222222","41.23785645998","9.04854958994352","284.650121522638",1.84806609580679,1.84949420182581,0.0668918125331816,2.08832963237109,1.58499876634591,"SP","SP"
"M","43","MS","SL2","SL2_02","604","2022-09-23 19:31:03","2022-09-23 21:23:32","1.87472222222222","41.23785645998","9.04854958994352","284.650121522638",2.19790161314958,2.15050579817419,0.641126175308014,12.5961016530965,1.66395262768319,"MS","MS"
"M","44","MS","SL2","SL2_03","824","2022-09-24 11:17:19","2022-09-24 13:38:59","2.36111111111111","84.507179844828","26.7256403752657","316.266694242865",2.11134099685195,2.11547002220578,0.0715624035275644,2.61929434986429,1.91265729089564,"SP","SP"
"M","44","MS","SL2","SL2_03","824","2022-09-24 11:17:19","2022-09-24 13:38:59","2.36111111111111","84.507179844828","26.7256403752657","316.266694242865",2.82499261467174,2.75943745373798,0.843446340491032,15.6891191709845,2.39822353811991,"MS","MS"
"M","45","MS","SL2","SL2_04","994","2022-09-25 09:47:39","2022-09-25 12:41:11","2.89222222222222","97.2064961110207","25.8382694552066","317.565401367517",2.05493743333897,2.05625462620281,0.0805886802511981,2.23735504564521,1.76757957068839,"SP","SP"
"M","45","MS","SL2","SL2_04","994","2022-09-25 09:47:39","2022-09-25 12:41:11","2.89222222222222","97.2064961110207","25.8382694552066","317.565401367517",2.63298461164965,2.64495435479891,0.969728616186395,24.9059955588453,1.39945719220331,"MS","MS"
"F","46","MS","SL20","SL20_01","1166","2022-09-23 09:20:29","2022-09-23 12:43:50","3.38916666666667","113.074858699035","33.8150231132926","212.028469062928",1.19905496772086,1.20503330866026,0.654016697446129,15.4157414261041,0.74216629657044,"SP","SP"
"F","46","MS","SL20","SL20_01","1166","2022-09-23 09:20:29","2022-09-23 12:43:50","3.38916666666667","113.074858699035","33.8150231132926","212.028469062928",1.46058971501173,1.4675548976067,0.128153135393197,1.7567234147545,0.92968171724648,"MS","MS"
"F","47","MS","SL20","SL20_02","644","2022-09-24 09:04:43","2022-09-24 11:12:20","2.12694444444444","83.2734952109792","30.0216882095607","323.697489457535",1.73328665934491,1.72612879348631,0.0718266557559494,1.9294349864298,1.56427337774487,"SP","SP"
"F","47","MS","SL20","SL20_02","644","2022-09-24 09:04:43","2022-09-24 11:12:20","2.12694444444444","83.2734952109792","30.0216882095607","323.697489457535",2.27082518752772,2.23636812237849,0.473355429800012,8.6592647421663,1.88304959289415,"MS","MS"
"F","48","MS","SL20","SL20_03","1058","2022-09-24 16:19:51","2022-09-24 19:30:00","3.16916666666667","104.101607761489","30.8853479472342","325.940161017649",1.67237339087931,1.66592647421664,0.110404782530563,1.92647421662966,1.37182334073527,"SP","SP"
"F","48","MS","SL20","SL20_03","1058","2022-09-24 16:19:51","2022-09-24 19:30:00","3.16916666666667","104.101607761489","30.8853479472342","325.940161017649",2.0215966104427,1.9718726868986,0.713146078385362,17.0431778929188,1.4793979768073,"MS","MS"
"F","49","MS","SL20","SL20_04","970","2022-09-25 09:16:43","2022-09-25 12:06:03","2.82222222222222","127.751769463385","45.1213419083904","10.8787311870657",1.73904884369693,1.72168763878609,0.096259974655454,1.95213422156427,1.45768566493955,"SP","SP"
"F","49","MS","SL20","SL20_04","970","2022-09-25 09:16:43","2022-09-25 12:06:03","2.82222222222222","127.751769463385","45.1213419083904","10.8787311870657",2.22364555712755,2.18603503577598,0.635743881172717,14.6587712805329,1.68073032321737,"MS","MS"
"F","50","MS","SL21","SL21_01","410","2022-09-22 12:08:40","2022-09-22 13:18:30","1.16388888888889","43.0104667757402","20.0431468372277","162.775674196164",1.87540610717517,1.88601036269429,0.0671774975565614,2.01134961756724,1.44090796940537,"SP","SP"
"F","50","MS","SL21","SL21_01","410","2022-09-22 12:08:40","2022-09-22 13:18:30","1.16388888888889","43.0104667757402","20.0431468372277","162.775674196164",1.45211268157234,1.45768566493955,0.0823253343803184,1.63927954601529,1.10634098198865,"MS","MS"
"F","51","MS","SL21","SL21_02","1151","2022-09-23 09:29:59","2022-09-23 12:43:49","3.23055555555556","110.392820621321","34.9353652756471","208.194374139898",2.17351113785128,2.17813964964223,0.0709457802933898,2.33900814211695,2.02615346656797,"SP","SP"
"F","51","MS","SL21","SL21_02","1151","2022-09-23 09:29:59","2022-09-23 12:43:49","3.23055555555556","110.392820621321","34.9353652756471","208.194374139898",1.82022718552138,1.85146804835924,0.173106307985549,2.13668887244018,1.22871946706144,"MS","MS"
"F","52","MS","SL21","SL21_03","1409","2022-09-24 08:51:30","2022-09-24 13:03:36","4.20166666666667","208.131407584231","86.9488340340342","198.828641834192",2.23372971444937,2.23932889217864,0.0683844583188413,2.3844066123859,1.81495188749076,"SP","SP"
"F","52","MS","SL21","SL21_03","1409","2022-09-24 08:51:30","2022-09-24 13:03:36","4.20166666666667","208.131407584231","86.9488340340342","198.828641834192",2.73678387697527,2.66716012830002,0.87748370838179,15.4729829755736,2.18406118924255,"MS","MS"
"F","53","MS","SL3","SL3_01","843","2022-09-21 16:57:40","2022-09-21 19:19:40","2.36666666666667","73.7400554807402","30.5827718438921","174.776212262031",1.19953207600373,1.2573402417962,0.172481903365791,2.31433506044905,0.716506291635824,"SP","SP"
"F","53","MS","SL3","SL3_01","843","2022-09-21 16:57:40","2022-09-21 19:19:40","2.36666666666667","73.7400554807402","30.5827718438921","174.776212262031",1.09957657313883,1.11028867505551,0.0804916237046847,1.33826794966691,0.885270170244266,"MS","MS"
"F","54","MS","SL3","SL3_02","1030","2022-09-22 15:57:42","2022-09-22 19:06:30","3.14666666666667","86.0139849551142","33.5442115154731","176.422339034166",1.3909915837377,1.39057488280285,0.0714775244527291,1.58598568961263,1.17739945719221,"SP","SP"
"F","54","MS","SL3","SL3_02","1030","2022-09-22 15:57:42","2022-09-22 19:06:30","3.14666666666667","86.0139849551142","33.5442115154731","176.422339034166",0.550546961305417,0.548729336294098,0.1163434168696,0.880335553910679,0.280286207747351,"MS","MS"
"F","55","MS","SL3","SL3_03","1566","2022-09-23 08:30:50","2022-09-23 13:53:00","5.36944444444444","210.362618264529","77.1499020376601","201.242994772376",1.70969489104204,1.70540340488527,0.0742570245428947,2.08734270910438,1.44584258573897,"SP","SP"
"F","55","MS","SL3","SL3_03","1566","2022-09-23 08:30:50","2022-09-23 13:53:00","5.36944444444444","210.362618264529","77.1499020376601","201.242994772376",1.32540059112968,1.32741179373304,0.304710225099517,8.53293856402665,0.92573402417962,"MS","MS"
"F","56","MS","SL4","SL4_01","524","2022-09-21 18:54:50","2022-09-21 20:24:01","1.48638888888889","51.2339664872225","23.3634679747152","170.131378563195",1.88978886891544,1.88995805576117,0.123727696306257,2.13274117937329,1.6155933876141,"SP","SP"
"F","56","MS","SL4","SL4_01","524","2022-09-21 18:54:50","2022-09-21 20:24:01","1.48638888888889","51.2339664872225","23.3634679747152","170.131378563195",1.83507366677241,1.82531458179127,0.0780994579480703,2.02417962003454,1.65408339501604,"MS","MS"
"F","57","MS","SL4","SL4_02","421","2022-09-22 16:16:40","2022-09-22 17:29:10","1.20833333333333","49.4053162121989","23.566347503565","168.461130262389",2.17068169103698,2.1761658031088,0.0992096023343896,2.51270663705897,1.85146804835924,"SP","SP"
"F","57","MS","SL4","SL4_02","421","2022-09-22 16:16:40","2022-09-22 17:29:10","1.20833333333333","49.4053162121989","23.566347503565","168.461130262389",1.47617402746936,1.46360720453984,0.0705418333659862,1.68073032321737,1.33432025660005,"MS","MS"
"F","58","MS","SL4","SL4_03","1978","2022-09-23 09:12:49","2022-09-23 14:57:20","5.74194444444444","193.078570088844","44.2596288238936","205.25670844985",2.40566139429261,2.40611892425364,0.247944807098405,7.14137675795706,2.15938810757465,"SP","SP"
"F","58","MS","SL4","SL4_03","1978","2022-09-23 09:12:49","2022-09-23 14:57:20","5.74194444444444","193.078570088844","44.2596288238936","205.25670844985",2.14262559547534,2.15840118430791,0.174888130866559,2.55514433752777,1.69158647915126,"MS","MS"
"F","59","MS","SL4","SL4_04","2326","2022-09-24 09:05:30","2022-09-24 15:53:00","6.79166666666667","191.37615395503","60.2151588277277","196.294498992968",2.37477663384399,2.3794719960523,0.0823399924890534,3.12755983222305,2.16530964717494,"SP","SP"
"F","59","MS","SL4","SL4_04","2326","2022-09-24 09:05:30","2022-09-24 15:53:00","6.79166666666667","191.37615395503","60.2151588277277","196.294498992968",3.10614359733531,3.08216136195411,0.552222805077404,17.0471255859857,2.70614359733531,"MS","MS"
"M","60","MS","SL5","SL5_01","285","2022-09-22 13:02:10","2022-09-22 14:58:31","1.93916666666667","36.1601348049214","8.66259736141264","169.70387651812",1.36992918365814,1.41524796447075,0.213357982398349,3.27559832223045,0.936590180113497,"SP","SP"
"M","60","MS","SL5","SL5_01","285","2022-09-22 13:02:10","2022-09-22 14:58:31","1.93916666666667","36.1601348049214","8.66259736141264","169.70387651812",1.32647580844138,1.25240562546263,0.588188640848984,6.81174438687392,1.06883789785343,"MS","MS"
"M","61","MS","SL5","SL5_02","477","2022-09-22 18:43:00","2022-09-22 20:02:20","1.32222222222222","53.2361266814036","22.861685056648","168.783766173123",1.59944373415876,1.60572415494695,0.0896816239134845,2.03207500616826,1.43301258327165,"SP","SP"
"M","61","MS","SL5","SL5_02","477","2022-09-22 18:43:00","2022-09-22 20:02:20","1.32222222222222","53.2361266814036","22.861685056648","168.783766173123",0.989052943238926,1.00666173205034,0.0958269985293303,1.17345176412535,0.540833950160377,"MS","MS"
"M","62","MS","SL5","SL5_03","281","2022-09-23 12:27:03","2022-09-23 13:42:31","1.25777777777778","29.3849335373466","9.50509621445477","347.712939928542",1.86728004478297,1.85788304959289,0.0943174868597607,3.14532445102392,1.70540340488527,"SP","SP"
"M","62","MS","SL5","SL5_03","281","2022-09-23 12:27:03","2022-09-23 13:42:31","1.25777777777778","29.3849335373466","9.50509621445477","347.712939928542",1.86780003661167,1.85936343449296,0.139840786838821,2.96669133974833,1.66888724401679,"MS","MS"
"M","63","MS","SL5","SL5_04","268","2022-09-23 18:57:32","2022-09-23 20:08:47","1.1875","35.4297291669449","11.1816579550461","342.169101938051",1.79321493676197,1.8129780409573,0.10292628399344,2.00937577103379,1.43399950653836,"SP","SP"
"M","63","MS","SL5","SL5_04","268","2022-09-23 18:57:32","2022-09-23 20:08:47","1.1875","35.4297291669449","11.1816579550461","342.169101938051",2.23750605029803,1.84159881569209,2.00601582917722,16.5368862570935,1.64816185541575,"MS","MS"
"M","64","MS","SL5","SL5_05","1587","2022-09-24 06:10:05","2022-09-24 12:05:46","5.92805555555556","161.056342565596","47.6413351899491","201.229858522764",2.49647068010062,2.50678509745868,0.31773011446001,10.5304712558599,1.95904268443128,"MS","MS"
"M","65","MS","SL6","SL6_01","814","2022-09-22 09:55:09","2022-09-22 12:14:39","2.325","84.8154027370495","18.3818854431711","217.483171080632",1.62121110166329,1.5840118430792,0.19884034641596,3.9506538366642,1.29089563286454,"SP","SP"
"M","65","MS","SL6","SL6_01","814","2022-09-22 09:55:09","2022-09-22 12:14:39","2.325","84.8154027370495","18.3818854431711","217.483171080632",1.93119665419386,1.82580804342462,1.2386725375528,16.9553417221811,0.720453984702685,"MS","MS"
"M","66","MS","SL6","SL6_02","346","2022-09-22 15:22:09","2022-09-22 16:23:19","1.01944444444444","38.3445350705449","17.5878836402831","159.516247791086",2.06241344003796,2.07204539847027,0.0868475673746686,2.66469282013323,1.66888724401679,"SP","SP"
"M","66","MS","SL6","SL6_02","346","2022-09-22 15:22:09","2022-09-22 16:23:19","1.01944444444444","38.3445350705449","17.5878836402831","159.516247791086",1.48169857496282,1.48630643967431,0.0769734202724327,1.69948186528498,1.28694793979768,"MS","MS"
"M","67","MS","SL6","SL6_03","900","2022-09-23 17:16:50","2022-09-23 19:52:00","2.58611111111111","89.9552992855125","22.6980335368396","318.711554878812",1.88638994856611,1.88452997779422,0.0543466576284731,2.06661732050334,1.72316802368616,"SP","SP"
"M","67","MS","SL6","SL6_03","900","2022-09-23 17:16:50","2022-09-23 19:52:00","2.58611111111111","89.9552992855125","22.6980335368396","318.711554878812",2.02632602677105,2.00789538613372,1.26520272023009,24.2200838884777,-0.452010856155938,"MS","MS"
"M","68","MS","SL6","SL6_04","933","2022-09-24 14:58:19","2022-09-24 17:52:50","2.90861111111111","103.346976062783","28.4887336861147","320.586495318914",2.08160289758434,2.05970885763631,0.353942297081153,8.59610165309646,1.87614113002714,"SP","SP"
"M","68","MS","SL6","SL6_04","933","2022-09-24 14:58:19","2022-09-24 17:52:50","2.90861111111111","103.346976062783","28.4887336861147","320.586495318914",2.68059212004514,2.71699975326918,0.775743021066325,14.425857389588,0.886257093510981,"MS","MS"
"M","69","MS","SL6","SL6_05","951","2022-09-25 12:45:02","2022-09-25 15:45:28","3.00722222222222","94.129463138478","28.3515457079722","317.408687437665",2.22591744654644,2.22353811991117,0.0703347958070892,2.39328892178633,1.99753269183321,"SP","SP"
"M","69","MS","SL6","SL6_05","951","2022-09-25 12:45:02","2022-09-25 15:45:28","3.00722222222222","94.129463138478","28.3515457079722","317.408687437665",2.88061669525669,2.78559092030595,1.12063063964215,19.9506538366642,2.32815198618307,"MS","MS"
"F","70","MS","SL7","SL7_01","380","2022-09-22 08:54:59","2022-09-22 09:58:09","1.05277777777778","41.9643410667181","17.4045147739","149.778394909687",1.07908364459923,1.04811250925241,0.304735820813456,6.43375277572169,0.804342462373548,"SP","SP"
"F","70","MS","SL7","SL7_01","380","2022-09-22 08:54:59","2022-09-22 09:58:09","1.05277777777778","41.9643410667181","17.4045147739","149.778394909687",0.97560817115605,0.972119417715275,0.0519227277874619,1.11917098445595,0.853688625709349,"MS","MS"
"F","71","MS","SL7","SL7_02","446","2022-09-22 13:49:29","2022-09-22 15:07:39","1.30277777777778","37.4195567167672","15.0479977538224","138.72702285002",1.50380355565958,1.50111028867506,0.0647893763438406,1.68665186281766,1.32839871699976,"SP","SP"
"F","71","MS","SL7","SL7_02","446","2022-09-22 13:49:29","2022-09-22 15:07:39","1.30277777777778","37.4195567167672","15.0479977538224","138.72702285002",0.754335412921646,0.74019245003701,0.0971086769051307,1.04120404638539,0.557611645694545,"MS","MS"
"F","72","MS","SL7","SL7_03","2018","2022-09-23 08:57:10","2022-09-23 15:05:11","6.13361111111111","208.550187664626","30.2530438762504","169.441276813441",1.61048555617658,1.58697261287934,0.331331839091857,6.70910436713546,1.47545028374044,"SP","SP"
"F","72","MS","SL7","SL7_03","2018","2022-09-23 08:57:10","2022-09-23 15:05:11","6.13361111111111","208.550187664626","30.2530438762504","169.441276813441",1.41777174760873,1.42709104367136,0.133897177843394,1.73501110288674,0.95238095238095,"MS","MS"
"F","73","MS","SL7","SL7_04","2066","2022-09-24 08:43:09","2022-09-24 14:44:17","6.01888888888889","202.6384216971","73.7265962301423","198.259121603174",1.56477554021308,1.54946952874414,0.0940374619111635,2.27584505304712,1.37577103380213,"SP","SP"
"F","73","MS","SL7","SL7_04","2066","2022-09-24 08:43:09","2022-09-24 14:44:17","6.01888888888889","202.6384216971","73.7265962301423","198.259121603174",2.1945708837417,2.16728349370837,0.394060755401267,10.9587959536146,1.41623488773747,"MS","MS"
"F","74","MS","SL7","SL7_05","490","2022-09-24 18:06:50","2022-09-24 19:28:23","1.35916666666667","56.5023508115391","24.3718763920444","132.274693904777",1.44396104138155,1.44189489267208,0.0535264244290828,1.58203799654577,1.31063409819886,"SP","SP"
"F","74","MS","SL7","SL7_05","490","2022-09-24 18:06:50","2022-09-24 19:28:23","1.35916666666667","56.5023508115391","24.3718763920444","132.274693904777",2.05938412804533,2.05674808783616,0.0981024543553227,2.48211201579078,1.82482112015791,"MS","MS"
"F","75","MS","SL7","SL7_06","706","2022-09-25 16:47:29","2022-09-25 18:45:00","1.95861111111111","55.2679527642777","20.3462191673556","95.4485287369308",1.61324682005974,1.56476683937823,0.814580994026419,12.6622255119664,1.36392795460152,"SP","SP"
"F","75","MS","SL7","SL7_06","706","2022-09-25 16:47:29","2022-09-25 18:45:00","1.95861111111111","55.2679527642777","20.3462191673556","95.4485287369308",1.86316533207725,1.87466074512707,0.0763239260198591,2.02319269676783,1.64322723908217,"MS","MS"
